"ID","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality","type","location","type_numeric"
1299,6.1,0.33,0.32,7.8,0.052,52,183,0.99657,3.39,0.65,9.5,5,"white","California",4
1301,7.7,0.24,0.29,15.3,0.044,39,194,0.9982,3.06,0.47,9.6,7,"white","California",4
1302,6.4,0.16,0.25,1.3,0.047,20,77,0.9933,3.61,0.54,10.2,6,"white","California",4
1303,6.6,0.25,0.25,1.3,0.04,28,85,0.98984,2.87,0.48,11.2,6,"white","California",4
1305,6.1,0.22,0.25,12.1,0.035,54,135,0.99481,3.21,0.4,10.7,5,"white","California",4
1307,5.7,0.32,0.38,4.75,0.033,23,94,0.991,3.42,0.42,11.8,7,"white","California",4
1308,8.1,0.2,0.3,1.3,0.036,7,49,0.99242,2.99,0.73,10.3,5,"white","California",4
1309,8.6,0.17,0.28,2.7,0.047,38,150,0.99365,3.1,0.56,10.8,6,"white","California",4
1310,8.1,0.17,0.44,14.1,0.053,43,145,1.0006,3.28,0.75,8.8,8,"white","California",4
1311,7.1,0.23,0.39,13.7,0.058,26,172,0.99755,2.9,0.46,9,6,"white","California",4
1312,6,0.14,0.17,5.6,0.036,37,127,0.99373,3.05,0.57,9.8,6,"white","California",4
1313,7.3,0.3,0.33,2.3,0.043,28,125,0.99084,3.34,0.44,12.6,7,"white","California",4
1314,7.2,0.44,0.28,3.4,0.048,22,112,0.99188,3.21,0.37,11.3,7,"white","California",4
1315,5.6,0.19,0.27,0.9,0.04,52,103,0.99026,3.5,0.39,11.2,5,"white","California",4
1318,6.4,0.28,0.19,5.4,0.042,67,181,0.99435,3.31,0.35,10.2,6,"white","California",4
1320,6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,6,"none","California",1
1321,5.8,0.2,0.27,1.4,0.031,12,77,0.9905,3.25,0.36,10.9,7,"none","California",1
1323,6.2,0.25,0.31,3.2,0.03,32,150,0.99014,3.18,0.31,12,6,"none","California",1
1325,6.9,0.3,0.45,1.4,0.039,36,122,0.99059,3.07,0.47,11.1,7,"white","California",4
1326,6.7,0.44,0.31,1.9,0.03,41,104,0.99,3.29,0.62,12.6,7,"white","California",4
1332,6.1,0.24,0.26,1.7,0.033,61,134,0.9903,3.19,0.81,11.9,7,"white","California",4
1334,6.6,0.895,0.04,2.3,0.068,7,13,0.99582,3.53,0.58,10.8,6,"red","California",2
1336,6.1,0.24,0.25,1.6,0.044,24,115,0.9921,3.39,0.59,10.9,6,"white","California",4
1337,7.6,0.31,0.26,1.7,0.073,40,157,0.9938,3.1,0.46,9.8,5,"white","California",4
1338,5.4,0.24,0.18,2.3,0.05,22,145,0.99207,3.24,0.46,10.3,5,"white","California",4
1339,5.8,0.27,0.26,3.5,0.071,26,69,0.98994,3.1,0.38,11.5,6,"white","California",4
1340,8.1,0.33,0.36,7.4,0.037,36,156,0.99592,3.19,0.54,10.6,6,"white","California",4
1341,7.3,0.24,0.3,2.5,0.042,31,104,0.9911,3.05,0.56,11.3,7,"white","California",4
1342,8.9,0.4,0.51,2.6,0.052,13,27,0.995,3.32,0.9,13.4,7,"red","California",2
1345,7.2,0.2,0.61,16.2,0.043,14,103,0.9987,3.06,0.36,9.2,6,"white","California",4
1346,6,0.2,0.32,3,0.031,26,118,0.99134,3.38,0.68,11.2,7,"white","California",4
1348,7.6,0.21,0.44,1.9,0.036,10,119,0.9913,3.01,0.7,12.8,6,"white","California",4
1352,7.6,0.17,0.46,0.9,0.036,63,147,0.99126,3.02,0.41,10.7,6,"white","California",4
1353,6.4,0.21,0.28,5.9,0.047,29,101,0.99278,3.15,0.4,11,6,"white","California",4
1354,6.5,0.16,0.33,1,0.027,23,75,0.9908,3.3,0.39,11.4,7,"white","California",4
1356,6.5,0.37,0.3,2.2,0.033,39,107,0.98894,3.22,0.53,13.5,7,"white","California",4
1357,6,0.51,0,2.1,0.064,40,54,0.995,3.54,0.93,10.7,6,"red","California",2
1358,7,0.19,0.33,6.3,0.032,42,127,0.99182,3.31,0.38,12.2,6,"white","California",4
1359,5.9,0.25,0.24,7.4,0.044,21,113,0.99462,3.38,0.58,10.5,6,"white","California",4
1361,8.7,0.23,0.32,13.4,0.044,35,169,0.99975,3.12,0.47,8.8,7,"white","California",4
1362,6.7,0.12,0.3,5.2,0.048,38,113,0.99352,3.33,0.44,10.1,7,"white","California",4
1364,7.1,0.35,0.27,3.1,0.034,28,134,0.9897,3.26,0.38,13.1,7,"white","California",4
1365,7.3,0.17,0.36,8.2,0.028,44,111,0.99272,3.14,0.41,12.4,6,"white","California",4
1366,11.9,0.39,0.69,2.8,0.095,17,35,0.9994,3.1,0.61,10.8,6,"red","California",2
1367,7.9,0.44,0.26,4.45,0.033,23,100,0.99117,3.17,0.52,12.7,6,"white","California",4
1369,6.6,0.13,0.3,4.9,0.058,47,131,0.9946,3.51,0.45,10.3,6,"white","California",4
1373,6.9,0.45,0.11,2.4,0.043,6,12,0.99354,3.3,0.65,11.4,6,"red","California",2
1374,7,0.16,0.32,8.3,0.045,38,126,0.9958,3.21,0.34,9.2,5,"white","California",4
1375,6.6,0.32,0.22,16.7,0.046,38,133,0.9979,3.22,0.67,10.4,6,"white","California",4
1378,9.3,0.37,0.44,1.6,0.038,21,42,0.99526,3.24,0.81,10.8,7,"red","California",2
1380,6.2,0.3,0.32,1.2,0.052,32,185,0.99266,3.28,0.44,10.1,5,"white","California",4
1381,6.7,0.67,0.02,1.9,0.061,26,42,0.99489,3.39,0.82,10.9,6,"red","California",2
1384,5.6,0.205,0.16,12.55,0.051,31,115,0.99564,3.4,0.38,10.8,6,"white","California",4
1386,5.8,0.25,0.26,13.1,0.051,44,148,0.9972,3.29,0.38,9.3,5,"white","California",4
1387,6.3,0.41,0.3,3.2,0.03,49,164,0.9927,3.53,0.79,11.7,7,"white","California",4
1389,7.8,0.2,0.32,5,0.016,31,101,0.99186,2.99,0.39,11,6,"white","California",4
1390,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7,"white","California",4
1391,6.5,0.21,0.37,2.5,0.048,70,138,0.9917,3.33,0.75,11.4,7,"white","California",4
1392,11.1,0.45,0.73,3.2,0.066,6,22,0.9986,3.17,0.66,11.2,6,"red","California",2
1393,6.4,0.25,0.32,0.9,0.034,40,114,0.99114,3.31,0.58,10.8,7,"white","California",4
1396,7.2,0.3,0.3,8.1,0.05,40,188,0.99652,3.15,0.49,9.1,6,"white","California",4
1397,7,0.23,0.42,1.1,0.062,35,100,0.99318,3.04,0.4,9.2,5,"white","California",4
1399,7,0.31,0.31,9.1,0.036,45,140,0.99216,2.98,0.31,12,7,"white","California",4
1400,6.4,0.27,0.49,7.3,0.046,53,206,0.9956,3.24,0.43,9.2,6,"white","California",4
1401,6.1,0.27,0.31,3.9,0.034,42,137,0.99218,3.24,0.46,10.9,6,"white","California",4
1404,7,0.16,0.25,14.3,0.044,27,149,0.998,2.91,0.46,9.2,6,"white","California",4
1405,8.1,0.38,0.28,2.1,0.066,13,30,0.9968,3.23,0.73,9.7,7,"red","California",2
1408,6.9,0.41,0.31,2,0.079,21,51,0.99668,3.47,0.55,9.5,6,"red","California",2
1409,6.5,0.19,0.34,1.6,0.029,39,116,0.98954,3.21,0.68,12.5,6,"white","California",4
1411,7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,6,"red","California",2
1414,6.3,0.25,0.22,3.3,0.048,41,161,0.99256,3.16,0.5,10.5,6,"white","California",4
1416,6.8,0.56,0.22,1.8,0.074,15,24,0.99438,3.4,0.82,11.2,6,"red","California",2
1417,7.1,0.43,0.3,6.6,0.025,15,138,0.99126,3.18,0.46,12.6,6,"white","California",4
1418,6.6,0.435,0.38,9.2,0.058,66,243,0.99833,3.23,0.54,9.1,6,"white","California",4
1420,8,0.24,0.48,6.8,0.047,13,134,0.99616,3.23,0.7,10,5,"white","California",4
1421,8,0.25,0.49,9,0.044,31,185,0.998,3.34,0.49,10,6,"white","California",4
1422,6.4,0.17,0.34,1.5,0.091,42,135,0.9938,3.25,0.49,9.6,7,"white","California",4
1423,8.5,0.37,0.32,1.8,0.066,26,51,0.99456,3.38,0.72,11.8,6,"red","California",2
1424,7.8,0.16,0.41,1.7,0.026,29,140,0.991,3.02,0.78,12.5,6,"white","California",4
1425,7.2,0.23,0.82,1.3,0.149,70,109,0.99304,2.93,0.42,9.2,6,"white","California",4
1427,6.7,0.2,0.37,1.65,0.025,42,103,0.99022,3.11,0.45,11.4,5,"white","California",4
1428,11.6,0.41,0.54,1.5,0.095,22,41,0.99735,3.02,0.76,9.9,7,"red","California",2
1431,6.6,0.2,0.32,1.1,0.039,25,78,0.9926,3.39,0.54,10.2,7,"white","California",4
1433,6.7,0.24,0.41,2.9,0.039,48,122,0.99052,3.25,0.43,12,5,"white","California",4
1434,6.9,0.2,0.41,1.1,0.06,36,104,0.99317,2.99,0.39,9.2,5,"white","California",4
1435,8.2,0.28,0.42,1.8,0.031,30,93,0.9917,3.09,0.39,11.4,5,"white","California",4
1436,6.9,0.63,0.01,2.4,0.076,14,39,0.99522,3.34,0.53,10.8,6,"red","California",2
1437,7.4,0.27,0.52,15.7,0.054,36,139,0.99788,3.04,0.62,10.03333333,6,"white","California",4
1438,7.1,0.17,0.38,7.4,0.052,49,182,0.9958,3.35,0.52,9.6,6,"white","California",4
1439,6.7,0.21,0.34,1.5,0.035,45,123,0.98949,3.24,0.36,12.6,7,"white","California",4
1440,7.8,0.21,0.27,1.2,0.051,20,89,0.9936,3.06,0.46,9.1,5,"white","California",4
1441,12.5,0.37,0.55,2.6,0.083,25,68,0.9995,3.15,0.82,10.4,6,"red","California",2
1442,7.3,0.18,0.31,17.3,0.055,32,197,1.0002,3.13,0.46,9,6,"white","California",4
1443,6.9,0.31,0.34,1.6,0.032,23,128,0.9917,3.37,0.47,11.7,6,"white","California",4
1444,7,0.32,0.34,1.3,0.042,20,69,0.9912,3.31,0.65,12,7,"white","California",4
1445,6.1,0.3,0.47,1.4,0.049,50,187,0.9927,3.19,0.45,9.5,5,"white","California",4
1446,6.4,0.25,0.57,1,0.062,21,122,0.99238,3,0.4,9.5,5,"white","California",4
1448,7.1,0.28,0.44,1.8,0.032,32,107,0.9907,3.25,0.48,12.2,7,"none","California",1
1450,6.5,0.43,0.28,11.25,0.032,31,87,0.9922,3.02,0.38,12.4,6,"none","California",1
1451,6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,6,"none","California",1
1454,6.2,0.15,0.27,11,0.035,46,116,0.99602,3.12,0.38,9.1,6,"white","California",4
1455,6,0.28,0.52,5,0.078,30,139,0.99494,3.1,0.36,9,6,"white","California",4
1456,6.9,0.4,0.3,10.6,0.033,24,87,0.99265,3.15,0.45,12.8,6,"white","California",4
1457,7.7,0.26,0.3,1.7,0.059,20,38,0.9949,3.29,0.47,10.8,6,"red","California",2
1458,7.2,0.2,0.22,1.6,0.044,17,101,0.99471,3.37,0.53,10,5,"white","California",4
1461,6,0.22,0.28,1.1,0.034,47,90,0.98862,3.22,0.38,12.6,6,"white","California",4
1464,7.6,0.37,0.34,3.2,0.028,42,162,0.9903,3.01,0.33,12.4,6,"white","California",4
1465,8.1,0.12,0.49,1.2,0.042,43,160,0.9934,3.13,0.48,9.7,6,"white","California",4
1466,7.1,0.32,0.29,4,0.038,33,170,0.99463,3.27,0.64,10.2,6,"white","California",4
1467,7,0.24,0.34,1.4,0.031,27,107,0.99,3.06,0.39,11.9,6,"white","California",4
1468,12.2,0.48,0.54,2.6,0.085,19,64,1,3.1,0.61,10.5,6,"red","California",2
1469,7.1,0.17,0.31,1.6,0.037,15,103,0.991,3.14,0.5,12,6,"white","California",4
1471,4.8,0.65,0.12,1.1,0.013,4,10,0.99246,3.32,0.36,13.5,4,"white","California",4
1474,6.9,0.26,0.38,10.5,0.044,33,139,0.99517,3.06,0.5,10.3,6,"white","California",4
1475,6.4,0.24,0.26,8.2,0.054,47,182,0.99538,3.12,0.5,9.5,5,"white","California",4
1477,10.3,0.5,0.42,2,0.069,21,51,0.9982,3.16,0.72,11.5,6,"red","California",2
1478,8,0.28,0.3,8.4,0.03,35,115,0.99192,2.93,0.42,12.3,6,"white","California",4
1480,6.4,0.29,0.32,2.4,0.014,34,89,0.99008,3.24,0.66,12.5,7,"white","California",4
1481,7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1,7,"white","California",4
1482,8.1,0.2,0.3,1.3,0.036,7,49,0.99242,2.99,0.73,10.3,5,"white","California",4
1483,6,0.41,0.05,1.5,0.063,17,120,0.9932,3.21,0.56,9.2,6,"white","California",4
1485,11.5,0.315,0.54,2.1,0.084,5,15,0.9987,2.98,0.7,9.2,6,"red","California",2
1487,10,0.31,0.47,2.6,0.085,14,33,0.99965,3.36,0.8,10.5,7,"red","California",2
1489,6.4,0.31,0.27,7.4,0.049,48,169,0.99323,3.27,0.45,11.1,6,"white","California",4
1492,7.1,0.29,0.28,9.3,0.048,50,141,0.9949,3.13,0.49,10.3,6,"white","California",4
1493,6.5,0.35,0.31,10.2,0.069,58,170,0.99692,3.18,0.49,9.4,5,"white","California",4
1495,5.8,0.28,0.34,2.2,0.037,24,125,0.98986,3.36,0.33,12.8,8,"white","California",4
1496,6.6,0.23,0.29,14.45,0.057,29,144,0.99756,3.33,0.54,10.2,6,"white","California",4
1497,6.4,0.39,0.33,3.3,0.046,12,53,0.99294,3.36,0.62,12.2,6,"red","California",2
1500,6.3,0.17,0.32,4.2,0.04,37,117,0.99182,3.24,0.43,11.3,6,"white","California",4
1501,6.5,0.19,0.32,1.4,0.04,31,132,0.9922,3.36,0.54,10.8,7,"white","California",4
1503,6,0.17,0.29,9.7,0.044,33,98,0.99536,3.12,0.36,9.2,6,"white","California",4
1504,8.7,0.69,0.31,3,0.086,23,81,1.0002,3.48,0.74,11.6,6,"red","California",2
1505,6.7,0.26,0.49,8.3,0.047,54,191,0.9954,3.23,0.4,10.3,6,"white","California",4
1506,6.1,0.255,0.44,12.3,0.045,53,197,0.9967,3.24,0.54,9.5,6,"white","California",4
1510,9,0.4,0.41,2,0.058,15,40,0.99414,3.22,0.6,12.2,6,"red","California",2
1513,6.7,0.19,0.39,1,0.032,14,71,0.98912,3.31,0.38,13,7,"white","California",4
1515,7.1,0.32,0.34,14.5,0.039,46,150,0.995,3.38,0.5,12.5,8,"white","California",4
1517,6.2,0.66,0.48,1.2,0.029,29,75,0.9892,3.33,0.39,12.8,8,"white","California",4
1520,7.3,0.41,0.24,6.8,0.057,41,163,0.9949,3.2,0.41,9.9,6,"white","California",4
1522,8.2,0.32,0.42,2.3,0.098,3,9,0.99506,3.27,0.55,12.3,6,"red","California",2
1527,6.8,0.43,0.3,3.5,0.033,27,135,0.9906,3,0.37,12,6,"white","California",4
1528,6.1,0.19,0.25,4,0.023,23,112,0.9923,3.37,0.51,11.6,6,"white","California",4
1530,6.9,0.24,0.49,1.3,0.032,35,148,0.9932,3.45,0.57,10.7,7,"white","California",4
1531,8.1,0.825,0.24,2.1,0.084,5,13,0.9972,3.37,0.77,10.7,6,"red","California",2
1532,7.6,0.35,0.47,13.3,0.037,42,116,0.99822,3.04,0.5,9.2,5,"white","California",4
1534,6.2,0.29,0.32,3.6,0.026,39,138,0.9892,3.31,0.37,13.1,7,"white","California",4
1535,6.9,0.32,0.26,8.3,0.053,32,180,0.9965,3.25,0.51,9.2,6,"white","California",4
1536,7.1,0.21,0.35,2.5,0.04,41,186,0.99128,3.32,0.56,12.5,6,"white","California",4
1538,8,0.24,0.33,1.2,0.044,28,101,0.99035,3.03,0.43,12.5,6,"white","California",4
1540,6.6,0.38,0.36,9.2,0.061,42,214,0.9976,3.31,0.56,9.4,5,"white","California",4
1541,7.6,0.27,0.34,5,0.04,18,56,0.99084,3.06,0.48,12.4,6,"white","California",4
1543,5.3,0.47,0.11,2.2,0.048,16,89,0.99182,3.54,0.88,13.6,7,"red","California",2
1544,5.6,0.85,0.05,1.4,0.045,12,88,0.9924,3.56,0.82,12.9,8,"red","California",2
1545,5.3,0.26,0.23,5.15,0.034,48,160,0.9952,3.82,0.51,10.5,7,"white","California",4
1548,7.3,0.24,0.34,15.4,0.05,38,174,0.9983,3.03,0.42,9,6,"white","California",4
1549,6.9,0.25,0.29,2.4,0.038,28,76,0.99088,3.01,0.36,11.7,7,"white","California",4
1550,6.5,0.3,0.39,7.8,0.038,61,219,0.9959,3.19,0.5,9.4,5,"white","California",4
1556,8,0.36,0.39,1.6,0.024,26,93,0.99116,3.15,0.49,11.9,6,"white","California",4
1557,6.1,0.21,0.4,1.4,0.066,40.5,165,0.9912,3.25,0.59,11.9,6,"red","California",2
1561,6.8,0.23,0.3,6.95,0.044,42,179,0.9946,3.25,0.56,10.6,6,"white","California",4
1565,5.8,0.3,0.38,4.9,0.039,22,86,0.98963,3.23,0.58,13.1,7,"white","California",4
1566,7.1,0.25,0.3,2.4,0.042,25,122,0.994,3.43,0.61,10.5,6,"white","California",4
1567,7.2,0.24,0.3,1.2,0.037,11,95,0.98914,2.96,0.36,12.5,6,"white","California",4
1569,8,0.23,0.46,1.5,0.03,30,125,0.9907,3.23,0.47,12.5,6,"white","California",4
1571,7.5,0.17,0.44,11.3,0.046,65,146,0.997,3.17,0.45,10,6,"white","California",4
1572,5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9,6,"white","California",4
1573,7.15,0.17,0.24,9.6,0.119,56,178,0.99578,3.15,0.44,10.2,6,"white","California",4
1575,8.9,0.24,0.39,1.6,0.074,3,10,0.99698,3.12,0.59,9.5,6,"red","California",2
1576,7,0.2,0.34,2.1,0.049,12,136,0.9922,3.25,0.46,11.6,7,"white","California",4
1578,6.4,0.125,0.29,5.85,0.042,24,99,0.992,3.23,0.32,12,7,"white","California",4
1579,7.1,0.44,0.37,2.7,0.041,35,128,0.9896,3.07,0.43,13.5,7,"white","California",4
1580,7.5,0.28,0.41,1.3,0.044,11,126,0.99293,3.28,0.45,10.3,5,"white","California",4
1581,7,0.22,0.33,2.1,0.052,15,76,0.993,3.2,0.41,10.6,6,"white","California",4
1583,6.8,0.19,0.71,17.5,0.042,21,114,0.99784,2.85,0.5,9.5,6,"white","California",4
1586,6,0.28,0.27,15.5,0.036,31,134,0.99408,3.19,0.44,13,7,"white","California",4
1588,7.1,0.25,0.49,3,0.03,30,96,0.9903,3.13,0.39,12.3,7,"white","California",4
1589,7.8,0.39,0.26,9.9,0.059,33,181,0.9955,3.04,0.42,10.9,6,"white","California",4
1591,7.8,0.16,0.41,1.7,0.026,29,140,0.991,3.02,0.78,12.5,6,"white","California",4
1593,6.5,0.14,0.32,2.7,0.037,18,89,0.9924,3.4,0.74,11.5,7,"white","California",4
1594,11.9,0.57,0.5,2.6,0.082,6,32,1.0006,3.12,0.78,10.7,6,"red","California",2
1595,8.1,0.33,0.22,5.2,0.047,24,151,0.99527,3.22,0.47,10.3,5,"white","California",4
1596,8,0.25,0.26,14,0.043,41,248,0.9986,3.03,0.57,8.7,6,"white","California",4
1597,7.4,0.19,0.49,9.3,0.03,26,132,0.994,2.99,0.32,11,7,"white","California",4
1601,7.2,0.45,0.15,2,0.078,10,28,0.99609,3.29,0.51,9.9,6,"red","California",2
1602,11.5,0.45,0.5,3,0.078,19,47,1.0003,3.26,1.11,11,6,"red","California",2
1603,9.4,0.26,0.53,1.2,0.047,25,109,0.9921,3.23,0.28,12.5,6,"white","California",4
1607,6.3,0.4,0.24,5.1,0.036,43,131,0.99186,3.24,0.44,11.3,6,"white","California",4
1609,8.2,0.64,0.27,2,0.095,5,77,0.99747,3.13,0.62,9.1,6,"red","California",2
1612,6,0.33,0.2,1.8,0.031,49,159,0.9919,3.41,0.53,11,6,"white","California",4
1613,6.9,0.16,0.35,1.3,0.043,21,182,0.9927,3.25,0.62,10.8,6,"white","California",4
1615,6.5,0.26,0.34,1.4,0.04,25,184,0.99216,3.29,0.46,10.7,5,"white","California",4
1616,7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,7,"white","California",4
1617,6.9,0.24,0.39,1.3,0.063,18,136,0.9928,3.31,0.48,10.4,7,"white","California",4
1618,6.5,0.29,0.52,7.9,0.049,35,192,0.99551,3.16,0.51,9.5,6,"white","California",4
1619,7.3,0.305,0.39,1.2,0.059,7,11,0.99331,3.29,0.52,11.5,6,"red","California",2
1621,5.5,0.49,0.03,1.8,0.044,28,87,0.9908,3.5,0.82,14,8,"red","California",2
1623,6,0.42,0.19,2,0.075,22,47,0.99522,3.39,0.78,10,6,"red","California",2
1624,14.3,0.31,0.74,1.8,0.075,6,15,1.0008,2.86,0.79,8.4,6,"red","California",2
1625,7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,6,"red","California",2
1626,5.5,0.32,0.45,4.9,0.028,25,191,0.9922,3.51,0.49,11.5,7,"white","California",4
1627,6.1,0.22,0.46,1.8,0.16,34,74,0.9884,3.19,0.33,13.4,6,"white","California",4
1629,6.7,0.51,0.24,2.1,0.043,14,155,0.9904,3.22,0.6,13,6,"white","California",4
1630,6.6,0.38,0.36,9.2,0.061,42,214,0.9976,3.31,0.56,9.4,5,"white","California",4
1632,10.4,0.24,0.49,1.8,0.075,6,20,0.9977,3.18,1.06,11,6,"red","California",2
1633,6.9,0.28,0.4,8.2,0.036,15,95,0.9944,3.17,0.33,10.2,5,"white","California",4
1636,7.5,0.19,0.4,7.1,0.056,50,110,0.9954,3.06,0.52,9.9,6,"white","California",4
1639,9.2,0.36,0.34,1.6,0.062,5,12,0.99667,3.2,0.67,10.5,6,"red","California",2
1640,6.7,0.26,0.29,7.7,0.038,40,179,0.99479,3.23,0.56,10.4,6,"white","California",4
1643,6,0.28,0.34,1.6,0.119,33,104,0.9921,3.19,0.38,10.2,6,"white","California",4
1644,7.6,0.4,0.29,1.9,0.078,29,66,0.9971,3.45,0.59,9.5,6,"red","California",2
1648,6.4,0.26,0.21,7.1,0.04,35,162,0.9956,3.39,0.58,9.9,6,"white","California",4
1649,5,0.27,0.32,4.5,0.032,58,178,0.98956,3.45,0.31,12.6,7,"white","California",4
1650,7.9,0.33,0.41,1.5,0.056,6,35,0.99396,3.29,0.71,11,6,"red","California",2
1651,7.1,0.24,0.41,17.8,0.046,39,145,0.9998,3.32,0.39,8.7,5,"white","California",4
1655,6.7,0.31,0.18,7.7,0.043,57,200,0.99566,3.17,0.44,9.4,6,"white","California",4
1656,6.6,0.22,0.37,1.6,0.04,31,101,0.99009,3.15,0.66,12,5,"white","California",4
1657,6.4,0.79,0.04,2.2,0.061,11,17,0.99588,3.53,0.65,10.4,6,"red","California",2
1658,6.5,0.115,0.29,1.95,0.038,73,166,0.989,3.12,0.25,12.9,7,"white","California",4
1660,6.4,0.68,0.26,3.4,0.069,25,146,0.99347,3.18,0.4,9.3,5,"white","California",4
1661,7.3,0.26,0.49,5,0.028,32,107,0.9936,3.24,0.54,10.8,6,"white","California",4
1662,6.8,0.26,0.29,11.9,0.052,54,160,0.99546,3.03,0.58,10.4,6,"white","California",4
1663,5.3,0.31,0.38,10.5,0.031,53,140,0.99321,3.34,0.46,11.7,6,"white","California",4
1664,7.2,0.32,0.4,8.7,0.038,45,154,0.99568,3.2,0.47,10.4,6,"white","California",4
1665,12,0.5,0.59,1.4,0.073,23,42,0.998,2.92,0.68,10.5,7,"red","California",2
1666,6.8,0.35,0.53,10.1,0.053,37,151,0.9963,3.07,0.4,9.4,5,"white","California",4
1669,5.9,0.2,0.4,1.3,0.047,23,92,0.99232,3.2,0.45,10,6,"white","California",4
1671,6.2,0.66,0.48,1.2,0.029,29,75,0.9892,3.33,0.39,12.8,8,"white","California",4
1672,9,0.26,0.34,6.7,0.029,21,162,0.99497,3.08,0.5,10.6,6,"white","California",4
1673,5.7,0.6,0,1.4,0.063,11,18,0.99191,3.45,0.56,12.2,6,"red","California",2
1674,7.2,0.21,0.34,1.1,0.046,25,80,0.992,3.25,0.4,11.3,6,"white","California",4
1677,6.6,0.21,0.49,18.15,0.042,41,158,0.9997,3.28,0.39,8.7,6,"white","California",4
1679,6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,6,"red","California",2
1684,8.3,0.3,0.49,3.8,0.09,11,24,0.99498,3.27,0.64,12.1,7,"red","California",2
1685,5,0.55,0.14,8.3,0.032,35,164,0.9918,3.53,0.51,12.5,8,"white","California",4
1687,7.6,0.38,0.28,4.2,0.029,7,112,0.9906,3,0.41,12.6,6,"white","California",4
1688,7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7,"white","California",4
1691,7,0.16,0.3,2.6,0.043,34,90,0.99047,2.88,0.47,11.2,6,"white","California",4
1692,6,0.27,0.27,1.6,0.046,32,113,0.9924,3.41,0.51,10.5,7,"white","California",4
1693,7.6,0.38,0.28,4.2,0.029,7,112,0.9906,3,0.41,12.6,6,"white","California",4
1694,10.9,0.39,0.47,1.8,0.118,6,14,0.9982,3.3,0.75,9.8,6,"red","California",2
1695,6.7,0.35,0.32,9,0.032,29,113,0.99188,3.13,0.65,12.9,7,"white","California",4
1697,7.1,0.21,0.32,2.2,0.037,28,141,0.993,3.2,0.57,10,7,"white","California",4
1699,5.9,0.26,0.21,12.5,0.034,36,152,0.9972,3.28,0.43,9.5,6,"white","California",4
1700,7.3,0.26,0.33,11.8,0.057,48,127,0.99693,3.1,0.55,10,6,"white","California",4
1701,6,0.28,0.25,1.8,0.042,8,108,0.9929,3.08,0.55,9,5,"white","California",4
1702,6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,7,"white","California",4
1705,6.2,0.3,0.2,6.6,0.045,42,170,0.9944,3.36,0.45,10.4,6,"white","California",4
1706,7.3,0.32,0.35,1.4,0.05,8,163,0.99244,3.24,0.42,10.7,5,"white","California",4
1707,7,0.12,0.29,10.3,0.039,41,98,0.99564,3.19,0.38,9.8,8,"white","California",4
1708,6.7,0.16,0.64,2.1,0.059,24,52,0.99494,3.34,0.71,11.2,6,"red","California",2
1710,6.4,0.24,0.22,1.5,0.038,38,157,0.9934,3.41,0.55,9.9,6,"white","California",4
1711,5.3,0.23,0.56,0.9,0.041,46,141,0.99119,3.16,0.62,9.7,5,"white","California",4
1712,8.3,0.18,0.3,1.1,0.033,20,57,0.99109,3.02,0.51,11,6,"white","California",4
1717,6.8,0.44,0.2,16,0.065,61,186,0.99884,3.13,0.45,8.6,5,"white","California",4
1718,6.6,0.24,0.3,13,0.052,18,143,0.99825,3.37,0.49,9.4,6,"white","California",4
1719,7.2,0.38,0.38,2.8,0.068,23,42,0.99356,3.34,0.72,12.9,7,"red","California",2
1720,7,0.16,0.3,2.6,0.043,34,90,0.99047,2.88,0.47,11.2,6,"white","California",4
1722,6.6,0.25,0.51,8,0.047,61,189,0.99604,3.22,0.49,9.2,5,"white","California",4
1723,5.1,0.14,0.25,0.7,0.039,15,89,0.9919,3.22,0.43,9.2,6,"white","California",4
1724,6.5,0.33,0.3,3.8,0.036,34,88,0.99028,3.25,0.63,12.5,7,"white","California",4
1725,6.6,0.21,0.3,9.9,0.041,64,174,0.995,3.07,0.5,10.1,6,"white","California",4
1726,6.5,0.35,0.38,7.4,0.036,20,196,0.99712,3.47,0.48,9.1,6,"white","California",4
1728,8.4,0.16,0.33,1.5,0.033,16,98,0.994,3.14,0.42,9.7,6,"white","California",4
1730,8.8,0.2,0.43,15,0.053,60,184,1.0008,3.28,0.79,8.8,6,"white","California",4
1731,6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,6,"white","California",4
1733,6.1,0.27,0.25,1.8,0.041,9,109,0.9929,3.08,0.54,9,5,"white","California",4
