ID,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,type,location,type_numeric
1454,0.203389831,0.068627451,0.162650602,0.333333333,0.064039409,0.405405405,0.37037037,0.384217335,0.310077519,0.140350877,0.181818182,6,WHITE,CALIFORNIA,3
1455,0.186440678,0.196078431,0.313253012,0.139158576,0.169950739,0.261261261,0.447811448,0.337645537,0.294573643,0.122807018,0.165289256,6,WHITE,CALIFORNIA,3
1456,0.262711864,0.31372549,0.180722892,0.32038835,0.0591133,0.207207207,0.272727273,0.238896076,0.333333333,0.201754386,0.79338843,6,WHITE,CALIFORNIA,3
1457,0.330508475,0.176470588,0.180722892,0.03236246,0.123152709,0.171171171,0.107744108,0.335920655,0.441860465,0.219298246,0.462809917,6,RED,CALIFORNIA,2
1458,0.288135593,0.117647059,0.13253012,0.029126214,0.086206897,0.144144144,0.31986532,0.327727469,0.503875969,0.271929825,0.330578512,5,WHITE,CALIFORNIA,3
1461,0.186440678,0.137254902,0.168674699,0.012944984,0.061576355,0.414414414,0.282828283,0.065114273,0.387596899,0.140350877,0.760330579,6,WHITE,CALIFORNIA,3
1464,0.322033898,0.284313725,0.204819277,0.080906149,0.04679803,0.369369369,0.525252525,0.137559293,0.224806202,0.096491228,0.727272727,6,WHITE,CALIFORNIA,3
1465,0.36440678,0.039215686,0.295180723,0.01618123,0.081280788,0.378378378,0.518518519,0.271237602,0.317829457,0.228070175,0.280991736,6,WHITE,CALIFORNIA,3
1466,0.279661017,0.235294118,0.174698795,0.106796117,0.071428571,0.288288288,0.552188552,0.324277706,0.426356589,0.368421053,0.363636364,6,WHITE,CALIFORNIA,3
1467,0.271186441,0.156862745,0.204819277,0.022653722,0.054187192,0.234234234,0.34006734,0.124622682,0.263565891,0.149122807,0.644628099,6,WHITE,CALIFORNIA,3
1468,0.711864407,0.392156863,0.325301205,0.061488673,0.187192118,0.162162162,0.195286195,0.555843036,0.294573643,0.342105263,0.41322314,6,RED,CALIFORNIA,2
1469,0.279661017,0.088235294,0.186746988,0.029126214,0.068965517,0.126126126,0.326599327,0.167744718,0.325581395,0.245614035,0.661157025,6,WHITE,CALIFORNIA,3
1471,0.084745763,0.558823529,0.072289157,0.012944984,0.009852217,0.027027027,0.013468013,0.230702889,0.465116279,0.122807018,0.909090909,4,WHITE,CALIFORNIA,3
1474,0.262711864,0.176470588,0.228915663,0.317152104,0.086206897,0.288288288,0.447811448,0.347563605,0.263565891,0.245614035,0.380165289,6,WHITE,CALIFORNIA,3
1475,0.220338983,0.156862745,0.156626506,0.242718447,0.110837438,0.414414414,0.592592593,0.356619232,0.310077519,0.245614035,0.247933884,5,WHITE,CALIFORNIA,3
1477,0.550847458,0.411764706,0.253012048,0.042071197,0.147783251,0.18018018,0.151515152,0.478223372,0.341085271,0.438596491,0.578512397,6,RED,CALIFORNIA,2
1478,0.355932203,0.196078431,0.180722892,0.249190939,0.051724138,0.306306306,0.367003367,0.20741699,0.162790698,0.175438596,0.710743802,6,WHITE,CALIFORNIA,3
1480,0.220338983,0.205882353,0.192771084,0.055016181,0.012315271,0.297297297,0.279461279,0.128072445,0.403100775,0.385964912,0.743801653,7,WHITE,CALIFORNIA,3
1481,0.305084746,0.107843137,0.180722892,0.391585761,0.108374384,0.427927928,0.750841751,0.495472186,0.325581395,0.236842105,0.181818182,7,WHITE,CALIFORNIA,3
1482,0.36440678,0.117647059,0.180722892,0.019417476,0.066502463,0.054054054,0.144781145,0.228978008,0.209302326,0.447368421,0.380165289,5,WHITE,CALIFORNIA,3
1483,0.186440678,0.323529412,0.030120482,0.025889968,0.133004926,0.144144144,0.383838384,0.262613195,0.379844961,0.298245614,0.198347107,6,WHITE,CALIFORNIA,3
1485,0.652542373,0.230392157,0.325301205,0.045307443,0.184729064,0.036036036,0.03030303,0.49978439,0.201550388,0.421052632,0.198347107,6,RED,CALIFORNIA,2
1487,0.525423729,0.225490196,0.28313253,0.061488673,0.187192118,0.117117117,0.090909091,0.540750323,0.496124031,0.50877193,0.41322314,7,RED,CALIFORNIA,2
1489,0.220338983,0.225490196,0.162650602,0.216828479,0.098522167,0.423423423,0.548821549,0.263906856,0.426356589,0.201754386,0.512396694,6,WHITE,CALIFORNIA,3
1492,0.279661017,0.205882353,0.168674699,0.278317152,0.096059113,0.441441441,0.454545455,0.335920655,0.317829457,0.236842105,0.380165289,6,WHITE,CALIFORNIA,3
1493,0.228813559,0.264705882,0.186746988,0.307443366,0.147783251,0.513513514,0.552188552,0.423027167,0.356589147,0.236842105,0.231404959,5,WHITE,CALIFORNIA,3
1495,0.169491525,0.196078431,0.204819277,0.048543689,0.068965517,0.207207207,0.400673401,0.118585597,0.496124031,0.096491228,0.79338843,8,WHITE,CALIFORNIA,3
1496,0.237288136,0.147058824,0.174698795,0.444983819,0.118226601,0.252252252,0.464646465,0.45062527,0.472868217,0.280701754,0.363636364,6,WHITE,CALIFORNIA,3
1497,0.220338983,0.303921569,0.198795181,0.084142395,0.091133005,0.099099099,0.158249158,0.251401466,0.496124031,0.350877193,0.694214876,6,RED,CALIFORNIA,2
1500,0.211864407,0.088235294,0.192771084,0.113268608,0.07635468,0.324324324,0.373737374,0.203104787,0.403100775,0.184210526,0.545454545,6,WHITE,CALIFORNIA,3
1501,0.228813559,0.107843137,0.192771084,0.022653722,0.07635468,0.27027027,0.424242424,0.21949116,0.496124031,0.280701754,0.462809917,7,WHITE,CALIFORNIA,3
1503,0.186440678,0.088235294,0.174698795,0.291262136,0.086206897,0.288288288,0.30976431,0.355756792,0.310077519,0.122807018,0.198347107,6,WHITE,CALIFORNIA,3
1504,0.415254237,0.598039216,0.186746988,0.074433657,0.189655172,0.198198198,0.252525253,0.564467443,0.589147287,0.456140351,0.595041322,6,RED,CALIFORNIA,2
1505,0.245762712,0.176470588,0.295180723,0.245954693,0.093596059,0.477477477,0.622895623,0.357481673,0.395348837,0.157894737,0.380165289,6,WHITE,CALIFORNIA,3
1506,0.194915254,0.171568627,0.265060241,0.375404531,0.088669951,0.468468468,0.643097643,0.413540319,0.403100775,0.280701754,0.247933884,6,WHITE,CALIFORNIA,3
1510,0.440677966,0.31372549,0.246987952,0.042071197,0.120689655,0.126126126,0.114478114,0.303147909,0.387596899,0.333333333,0.694214876,6,RED,CALIFORNIA,2
1513,0.245762712,0.107843137,0.234939759,0.009708738,0.056650246,0.117117117,0.218855219,0.086675291,0.457364341,0.140350877,0.826446281,7,WHITE,CALIFORNIA,3
1515,0.279661017,0.235294118,0.204819277,0.446601942,0.073891626,0.405405405,0.484848485,0.340232859,0.511627907,0.245614035,0.743801653,8,WHITE,CALIFORNIA,3
1517,0.203389831,0.568627451,0.289156627,0.01618123,0.049261084,0.252252252,0.232323232,0.090125054,0.472868217,0.149122807,0.79338843,8,WHITE,CALIFORNIA,3
1520,0.296610169,0.323529412,0.144578313,0.197411003,0.118226601,0.36036036,0.528619529,0.335920655,0.372093023,0.166666667,0.314049587,6,WHITE,CALIFORNIA,3
1522,0.372881356,0.235294118,0.253012048,0.051779935,0.219211823,0.018018018,0.01010101,0.342820181,0.426356589,0.289473684,0.710743802,6,RED,CALIFORNIA,2
1527,0.254237288,0.343137255,0.180722892,0.090614887,0.0591133,0.234234234,0.434343434,0.150495903,0.217054264,0.131578947,0.661157025,6,WHITE,CALIFORNIA,3
1528,0.194915254,0.107843137,0.15060241,0.106796117,0.034482759,0.198198198,0.356902357,0.223803364,0.503875969,0.254385965,0.595041322,6,WHITE,CALIFORNIA,3
1530,0.262711864,0.156862745,0.295180723,0.019417476,0.056650246,0.306306306,0.478114478,0.262613195,0.565891473,0.307017544,0.446280992,7,WHITE,CALIFORNIA,3
1531,0.36440678,0.730392157,0.144578313,0.045307443,0.184729064,0.036036036,0.023569024,0.435101337,0.503875969,0.48245614,0.446280992,6,RED,CALIFORNIA,2
1532,0.322033898,0.264705882,0.28313253,0.40776699,0.068965517,0.369369369,0.37037037,0.479085813,0.248062016,0.245614035,0.198347107,5,WHITE,CALIFORNIA,3
1534,0.203389831,0.205882353,0.192771084,0.093851133,0.041871921,0.342342342,0.444444444,0.090125054,0.457364341,0.131578947,0.842975207,7,WHITE,CALIFORNIA,3
1535,0.262711864,0.235294118,0.156626506,0.245954693,0.108374384,0.279279279,0.585858586,0.404915912,0.410852713,0.254385965,0.198347107,6,WHITE,CALIFORNIA,3
1536,0.279661017,0.12745098,0.210843373,0.058252427,0.07635468,0.36036036,0.606060606,0.179818887,0.465116279,0.298245614,0.743801653,6,WHITE,CALIFORNIA,3
1538,0.355932203,0.156862745,0.198795181,0.01618123,0.086206897,0.243243243,0.31986532,0.139715395,0.240310078,0.184210526,0.743801653,6,WHITE,CALIFORNIA,3
1540,0.237288136,0.294117647,0.21686747,0.275080906,0.128078818,0.369369369,0.7003367,0.452350151,0.457364341,0.298245614,0.231404959,5,WHITE,CALIFORNIA,3
1541,0.322033898,0.18627451,0.204819277,0.139158576,0.07635468,0.153153153,0.168350168,0.160845192,0.263565891,0.228070175,0.727272727,6,WHITE,CALIFORNIA,3
1543,0.127118644,0.382352941,0.06626506,0.048543689,0.096059113,0.135135135,0.279461279,0.203104787,0.635658915,0.578947368,0.925619835,7,RED,CALIFORNIA,2
1544,0.152542373,0.754901961,0.030120482,0.022653722,0.088669951,0.099099099,0.276094276,0.228115567,0.651162791,0.526315789,0.809917355,8,RED,CALIFORNIA,2
1545,0.127118644,0.176470588,0.138554217,0.144012945,0.061576355,0.423423423,0.518518519,0.348857266,0.852713178,0.254385965,0.41322314,7,WHITE,CALIFORNIA,3
1548,0.296610169,0.156862745,0.204819277,0.475728155,0.100985222,0.333333333,0.565656566,0.482535576,0.240310078,0.175438596,0.165289256,6,WHITE,CALIFORNIA,3
1549,0.262711864,0.166666667,0.174698795,0.055016181,0.071428571,0.243243243,0.235690236,0.162570073,0.224806202,0.122807018,0.611570248,7,WHITE,CALIFORNIA,3
1550,0.228813559,0.215686275,0.234939759,0.229773463,0.071428571,0.540540541,0.717171717,0.379042691,0.364341085,0.245614035,0.231404959,5,WHITE,CALIFORNIA,3
1556,0.355932203,0.274509804,0.234939759,0.029126214,0.036945813,0.225225225,0.292929293,0.174644243,0.333333333,0.236842105,0.644628099,6,WHITE,CALIFORNIA,3
1557,0.194915254,0.12745098,0.240963855,0.022653722,0.140394089,0.355855856,0.535353535,0.176369125,0.410852713,0.324561404,0.644628099,6,RED,CALIFORNIA,2
1561,0.254237288,0.147058824,0.180722892,0.202265372,0.086206897,0.369369369,0.582491582,0.322984045,0.410852713,0.298245614,0.429752066,6,WHITE,CALIFORNIA,3
1565,0.169491525,0.215686275,0.228915663,0.13592233,0.073891626,0.189189189,0.269360269,0.108667529,0.395348837,0.315789474,0.842975207,7,WHITE,CALIFORNIA,3
1566,0.279661017,0.166666667,0.180722892,0.055016181,0.081280788,0.216216216,0.390572391,0.297110824,0.550387597,0.342105263,0.41322314,6,WHITE,CALIFORNIA,3
1567,0.288135593,0.156862745,0.180722892,0.01618123,0.068965517,0.09009009,0.2996633,0.087537732,0.186046512,0.122807018,0.743801653,6,WHITE,CALIFORNIA,3
1569,0.355932203,0.147058824,0.277108434,0.025889968,0.051724138,0.261261261,0.400673401,0.154808107,0.395348837,0.219298246,0.743801653,6,WHITE,CALIFORNIA,3
1571,0.313559322,0.088235294,0.265060241,0.343042071,0.091133005,0.576576577,0.471380471,0.42647693,0.348837209,0.201754386,0.330578512,6,WHITE,CALIFORNIA,3
1572,0.161016949,0.137254902,0.13253012,0.51618123,0.086206897,0.342342342,0.35016835,0.493316085,0.403100775,0.228070175,0.165289256,6,WHITE,CALIFORNIA,3
1573,0.283898305,0.088235294,0.144578313,0.28802589,0.270935961,0.495495495,0.579124579,0.373868047,0.333333333,0.192982456,0.363636364,6,WHITE,CALIFORNIA,3
1575,0.43220339,0.156862745,0.234939759,0.029126214,0.160098522,0.018018018,0.013468013,0.425614489,0.310077519,0.324561404,0.247933884,6,RED,CALIFORNIA,2
1576,0.271186441,0.117647059,0.204819277,0.045307443,0.098522167,0.099099099,0.437710438,0.21949116,0.410852713,0.210526316,0.595041322,7,WHITE,CALIFORNIA,3
1578,0.220338983,0.044117647,0.174698795,0.166666667,0.081280788,0.207207207,0.313131313,0.210866753,0.395348837,0.087719298,0.661157025,7,WHITE,CALIFORNIA,3
1579,0.279661017,0.352941176,0.222891566,0.064724919,0.078817734,0.306306306,0.410774411,0.107373868,0.271317829,0.184210526,0.909090909,7,WHITE,CALIFORNIA,3
1580,0.313559322,0.196078431,0.246987952,0.019417476,0.086206897,0.09009009,0.404040404,0.250970246,0.434108527,0.201754386,0.380165289,5,WHITE,CALIFORNIA,3
1581,0.271186441,0.137254902,0.198795181,0.045307443,0.10591133,0.126126126,0.235690236,0.253988788,0.372093023,0.166666667,0.429752066,6,WHITE,CALIFORNIA,3
1583,0.254237288,0.107843137,0.427710843,0.54368932,0.081280788,0.18018018,0.363636364,0.462699439,0.100775194,0.245614035,0.247933884,6,WHITE,CALIFORNIA,3
1586,0.186440678,0.196078431,0.162650602,0.478964401,0.066502463,0.27027027,0.430976431,0.300560586,0.364341085,0.192982456,0.826446281,7,WHITE,CALIFORNIA,3
1588,0.279661017,0.166666667,0.295180723,0.074433657,0.051724138,0.261261261,0.303030303,0.137559293,0.317829457,0.149122807,0.710743802,7,WHITE,CALIFORNIA,3
1589,0.338983051,0.303921569,0.156626506,0.297734628,0.123152709,0.288288288,0.589225589,0.361793877,0.248062016,0.175438596,0.479338843,6,WHITE,CALIFORNIA,3
1591,0.338983051,0.078431373,0.246987952,0.03236246,0.041871921,0.252252252,0.451178451,0.167744718,0.23255814,0.49122807,0.743801653,6,WHITE,CALIFORNIA,3
1593,0.228813559,0.058823529,0.192771084,0.064724919,0.068965517,0.153153153,0.279461279,0.228115567,0.527131783,0.456140351,0.578512397,7,WHITE,CALIFORNIA,3
1594,0.686440678,0.480392157,0.301204819,0.061488673,0.179802956,0.045045045,0.087542088,0.581716257,0.310077519,0.49122807,0.446280992,6,RED,CALIFORNIA,2
1595,0.36440678,0.245098039,0.13253012,0.145631068,0.093596059,0.207207207,0.488215488,0.351875809,0.387596899,0.219298246,0.380165289,5,WHITE,CALIFORNIA,3
1596,0.355932203,0.166666667,0.156626506,0.430420712,0.083743842,0.36036036,0.814814815,0.495472186,0.240310078,0.307017544,0.115702479,6,WHITE,CALIFORNIA,3
1597,0.305084746,0.107843137,0.295180723,0.278317152,0.051724138,0.225225225,0.424242424,0.297110824,0.209302326,0.087719298,0.495867769,7,WHITE,CALIFORNIA,3
1601,0.288135593,0.362745098,0.090361446,0.042071197,0.169950739,0.081081081,0.074074074,0.387235878,0.441860465,0.254385965,0.314049587,6,RED,CALIFORNIA,2
1602,0.652542373,0.362745098,0.301204819,0.074433657,0.169950739,0.162162162,0.138047138,0.568779646,0.418604651,0.780701754,0.495867769,6,RED,CALIFORNIA,2
1603,0.474576271,0.176470588,0.319277108,0.01618123,0.093596059,0.216216216,0.346801347,0.215178956,0.395348837,0.052631579,0.743801653,6,WHITE,CALIFORNIA,3
1607,0.211864407,0.31372549,0.144578313,0.142394822,0.066502463,0.378378378,0.420875421,0.204829668,0.403100775,0.192982456,0.545454545,6,WHITE,CALIFORNIA,3
1609,0.372881356,0.549019608,0.162650602,0.042071197,0.21182266,0.036036036,0.239057239,0.446744286,0.317829457,0.350877193,0.181818182,6,RED,CALIFORNIA,2
1612,0.186440678,0.245098039,0.120481928,0.035598706,0.054187192,0.432432432,0.515151515,0.206554549,0.534883721,0.271929825,0.495867769,6,WHITE,CALIFORNIA,3
1613,0.262711864,0.078431373,0.210843373,0.019417476,0.083743842,0.18018018,0.592592593,0.241052178,0.410852713,0.350877193,0.462809917,6,WHITE,CALIFORNIA,3
1615,0.228813559,0.176470588,0.204819277,0.022653722,0.07635468,0.216216216,0.599326599,0.217766279,0.441860465,0.210526316,0.446280992,5,WHITE,CALIFORNIA,3
1616,0.279661017,0.176470588,0.204819277,0.443365696,0.142857143,0.306306306,0.616161616,0.495472186,0.271317829,0.271929825,0.181818182,7,WHITE,CALIFORNIA,3
1617,0.262711864,0.156862745,0.234939759,0.019417476,0.133004926,0.153153153,0.437710438,0.245364381,0.457364341,0.228070175,0.396694215,7,WHITE,CALIFORNIA,3
1618,0.228813559,0.205882353,0.313253012,0.233009709,0.098522167,0.306306306,0.626262626,0.362225097,0.341085271,0.254385965,0.247933884,6,WHITE,CALIFORNIA,3
1619,0.296610169,0.220588235,0.234939759,0.01618123,0.123152709,0.054054054,0.016835017,0.267356619,0.441860465,0.263157895,0.578512397,6,RED,CALIFORNIA,2
1621,0.144067797,0.401960784,0.018072289,0.035598706,0.086206897,0.243243243,0.272727273,0.15912031,0.604651163,0.526315789,0.991735537,8,RED,CALIFORNIA,2
1623,0.186440678,0.333333333,0.114457831,0.042071197,0.162561576,0.189189189,0.138047138,0.349719707,0.519379845,0.49122807,0.330578512,6,RED,CALIFORNIA,2
1624,0.889830508,0.225490196,0.445783133,0.035598706,0.162561576,0.045045045,0.03030303,0.590340664,0.108527132,0.5,0.066115702,6,RED,CALIFORNIA,2
1625,0.271186441,0.598039216,0.042168675,0.058252427,0.201970443,0.126126126,0.050505051,0.371280724,0.511627907,0.333333333,0.545454545,6,RED,CALIFORNIA,2
1626,0.144067797,0.235294118,0.271084337,0.13592233,0.04679803,0.216216216,0.622895623,0.21949116,0.612403101,0.236842105,0.578512397,7,WHITE,CALIFORNIA,3
1627,0.194915254,0.137254902,0.277108434,0.035598706,0.371921182,0.297297297,0.228956229,0.055627426,0.364341085,0.096491228,0.892561983,6,WHITE,CALIFORNIA,3
1629,0.245762712,0.421568627,0.144578313,0.045307443,0.083743842,0.117117117,0.501683502,0.141871496,0.387596899,0.333333333,0.826446281,6,WHITE,CALIFORNIA,3
1630,0.237288136,0.294117647,0.21686747,0.275080906,0.128078818,0.369369369,0.7003367,0.452350151,0.457364341,0.298245614,0.231404959,5,WHITE,CALIFORNIA,3
1632,0.559322034,0.156862745,0.295180723,0.035598706,0.162561576,0.045045045,0.047138047,0.456662354,0.356589147,0.736842105,0.495867769,6,RED,CALIFORNIA,2
1633,0.262711864,0.196078431,0.240963855,0.242718447,0.066502463,0.126126126,0.2996633,0.314359638,0.348837209,0.096491228,0.363636364,5,WHITE,CALIFORNIA,3
1636,0.313559322,0.107843137,0.240963855,0.207119741,0.115763547,0.441441441,0.35016835,0.357481673,0.263565891,0.263157895,0.314049587,6,WHITE,CALIFORNIA,3
1639,0.457627119,0.274509804,0.204819277,0.029126214,0.130541872,0.036036036,0.02020202,0.412246658,0.372093023,0.394736842,0.41322314,6,RED,CALIFORNIA,2
1640,0.245762712,0.176470588,0.174698795,0.226537217,0.071428571,0.351351351,0.582491582,0.331177232,0.395348837,0.298245614,0.396694215,6,WHITE,CALIFORNIA,3
1643,0.186440678,0.196078431,0.204819277,0.029126214,0.270935961,0.288288288,0.32996633,0.215178956,0.364341085,0.140350877,0.363636364,6,WHITE,CALIFORNIA,3
1644,0.322033898,0.31372549,0.174698795,0.038834951,0.169950739,0.252252252,0.202020202,0.430789133,0.565891473,0.324561404,0.247933884,6,RED,CALIFORNIA,2
1648,0.220338983,0.176470588,0.126506024,0.207119741,0.07635468,0.306306306,0.525252525,0.36610608,0.519379845,0.315789474,0.314049587,6,WHITE,CALIFORNIA,3
1649,0.101694915,0.18627451,0.192771084,0.122977346,0.056650246,0.513513514,0.579124579,0.105648987,0.565891473,0.078947368,0.760330579,7,WHITE,CALIFORNIA,3
1650,0.347457627,0.245098039,0.246987952,0.025889968,0.115763547,0.045045045,0.097643098,0.295385942,0.441860465,0.429824561,0.495867769,6,RED,CALIFORNIA,2
1651,0.279661017,0.156862745,0.246987952,0.553398058,0.091133005,0.342342342,0.468013468,0.547218629,0.465116279,0.149122807,0.115702479,5,WHITE,CALIFORNIA,3
1655,0.245762712,0.225490196,0.108433735,0.226537217,0.083743842,0.504504505,0.653198653,0.368693402,0.348837209,0.192982456,0.231404959,6,WHITE,CALIFORNIA,3
1656,0.237288136,0.137254902,0.222891566,0.029126214,0.07635468,0.27027027,0.31986532,0.128503665,0.333333333,0.385964912,0.661157025,5,WHITE,CALIFORNIA,3
1657,0.220338983,0.696078431,0.024096386,0.048543689,0.128078818,0.09009009,0.037037037,0.37818025,0.627906977,0.377192982,0.396694215,6,RED,CALIFORNIA,2
1658,0.228813559,0.034313725,0.174698795,0.040453074,0.071428571,0.648648649,0.538720539,0.081500647,0.310077519,0.026315789,0.809917355,7,WHITE,CALIFORNIA,3
1660,0.220338983,0.588235294,0.156626506,0.087378641,0.147783251,0.216216216,0.471380471,0.274256145,0.356589147,0.157894737,0.214876033,5,WHITE,CALIFORNIA,3
1661,0.296610169,0.176470588,0.295180723,0.139158576,0.04679803,0.279279279,0.34006734,0.279862009,0.403100775,0.280701754,0.462809917,6,WHITE,CALIFORNIA,3
1662,0.254237288,0.176470588,0.174698795,0.362459547,0.10591133,0.477477477,0.518518519,0.360068995,0.240310078,0.315789474,0.396694215,6,WHITE,CALIFORNIA,3
1663,0.127118644,0.225490196,0.228915663,0.317152104,0.054187192,0.468468468,0.451178451,0.263044416,0.480620155,0.210526316,0.611570248,6,WHITE,CALIFORNIA,3
1664,0.288135593,0.235294118,0.240963855,0.258899676,0.071428571,0.396396396,0.498316498,0.369555843,0.372093023,0.219298246,0.396694215,6,WHITE,CALIFORNIA,3
1665,0.694915254,0.411764706,0.355421687,0.022653722,0.157635468,0.198198198,0.121212121,0.469598965,0.15503876,0.403508772,0.41322314,7,RED,CALIFORNIA,2
1666,0.254237288,0.264705882,0.319277108,0.30420712,0.108374384,0.324324324,0.488215488,0.396291505,0.271317829,0.157894737,0.231404959,5,WHITE,CALIFORNIA,3
1669,0.177966102,0.117647059,0.240963855,0.019417476,0.093596059,0.198198198,0.28956229,0.224665804,0.372093023,0.201754386,0.330578512,6,WHITE,CALIFORNIA,3
1671,0.203389831,0.568627451,0.289156627,0.01618123,0.049261084,0.252252252,0.232323232,0.090125054,0.472868217,0.149122807,0.79338843,8,WHITE,CALIFORNIA,3
1672,0.440677966,0.176470588,0.204819277,0.194174757,0.049261084,0.18018018,0.525252525,0.338939198,0.279069767,0.245614035,0.429752066,6,WHITE,CALIFORNIA,3
1673,0.161016949,0.509803922,0,0.022653722,0.133004926,0.09009009,0.04040404,0.20698577,0.565891473,0.298245614,0.694214876,6,RED,CALIFORNIA,2
1674,0.288135593,0.12745098,0.204819277,0.012944984,0.091133005,0.216216216,0.249158249,0.210866753,0.410852713,0.157894737,0.545454545,6,WHITE,CALIFORNIA,3
1677,0.237288136,0.12745098,0.295180723,0.564724919,0.081280788,0.36036036,0.511784512,0.542906425,0.434108527,0.149122807,0.115702479,6,WHITE,CALIFORNIA,3
1679,0.245762712,0.37254902,0.144578313,0.03236246,0.167487685,0.153153153,0.094276094,0.331608452,0.519379845,0.333333333,0.429752066,6,RED,CALIFORNIA,2
1684,0.381355932,0.215686275,0.295180723,0.100323625,0.199507389,0.09009009,0.060606061,0.339370418,0.426356589,0.368421053,0.67768595,7,RED,CALIFORNIA,2
1685,0.101694915,0.460784314,0.084337349,0.245954693,0.056650246,0.306306306,0.531986532,0.202242346,0.627906977,0.254385965,0.743801653,8,WHITE,CALIFORNIA,3
1687,0.322033898,0.294117647,0.168674699,0.113268608,0.049261084,0.054054054,0.356902357,0.150495903,0.217054264,0.166666667,0.760330579,6,WHITE,CALIFORNIA,3
1688,0.305084746,0.078431373,0.180722892,0.420711974,0.115763547,0.288288288,0.545454545,0.480379474,0.139534884,0.192982456,0.115702479,7,WHITE,CALIFORNIA,3
1691,0.271186441,0.078431373,0.180722892,0.061488673,0.083743842,0.297297297,0.282828283,0.144890039,0.124031008,0.219298246,0.52892562,6,WHITE,CALIFORNIA,3
1692,0.186440678,0.18627451,0.162650602,0.029126214,0.091133005,0.279279279,0.36026936,0.228115567,0.534883721,0.254385965,0.41322314,7,WHITE,CALIFORNIA,3
1693,0.322033898,0.294117647,0.168674699,0.113268608,0.049261084,0.054054054,0.356902357,0.150495903,0.217054264,0.166666667,0.760330579,6,WHITE,CALIFORNIA,3
1694,0.601694915,0.303921569,0.28313253,0.035598706,0.268472906,0.045045045,0.026936027,0.478223372,0.449612403,0.464912281,0.297520661,6,RED,CALIFORNIA,2
1695,0.245762712,0.264705882,0.192771084,0.268608414,0.056650246,0.252252252,0.36026936,0.205692109,0.317829457,0.377192982,0.809917355,7,WHITE,CALIFORNIA,3
1697,0.279661017,0.12745098,0.192771084,0.048543689,0.068965517,0.243243243,0.454545455,0.253988788,0.372093023,0.307017544,0.330578512,7,WHITE,CALIFORNIA,3
1699,0.177966102,0.176470588,0.126506024,0.381877023,0.061576355,0.315315315,0.491582492,0.435101337,0.434108527,0.184210526,0.247933884,6,WHITE,CALIFORNIA,3
1700,0.296610169,0.176470588,0.198795181,0.359223301,0.118226601,0.423423423,0.407407407,0.423458387,0.294573643,0.289473684,0.330578512,6,WHITE,CALIFORNIA,3
1701,0.186440678,0.196078431,0.15060241,0.035598706,0.081280788,0.063063063,0.343434343,0.249676585,0.279069767,0.289473684,0.165289256,5,WHITE,CALIFORNIA,3
1702,0.254237288,0.098039216,0.168674699,0.294498382,0.073891626,0.252252252,0.36026936,0.299698146,0.302325581,0.201754386,0.479338843,7,WHITE,CALIFORNIA,3
1705,0.203389831,0.215686275,0.120481928,0.190938511,0.088669951,0.369369369,0.552188552,0.314359638,0.496124031,0.201754386,0.396694215,6,WHITE,CALIFORNIA,3
1706,0.296610169,0.235294118,0.210843373,0.022653722,0.100985222,0.063063063,0.528619529,0.229840448,0.403100775,0.175438596,0.446280992,5,WHITE,CALIFORNIA,3
1707,0.271186441,0.039215686,0.174698795,0.310679612,0.073891626,0.36036036,0.30976431,0.367830962,0.364341085,0.140350877,0.297520661,8,WHITE,CALIFORNIA,3
1708,0.245762712,0.078431373,0.385542169,0.045307443,0.123152709,0.207207207,0.154882155,0.337645537,0.480620155,0.429824561,0.52892562,6,RED,CALIFORNIA,2
1710,0.220338983,0.156862745,0.13253012,0.025889968,0.071428571,0.333333333,0.508417508,0.271237602,0.534883721,0.289473684,0.314049587,6,WHITE,CALIFORNIA,3
1711,0.127118644,0.147058824,0.337349398,0.006472492,0.078817734,0.405405405,0.454545455,0.175937904,0.341085271,0.350877193,0.280991736,5,WHITE,CALIFORNIA,3
1712,0.381355932,0.098039216,0.180722892,0.012944984,0.0591133,0.171171171,0.171717172,0.171625701,0.23255814,0.254385965,0.495867769,6,WHITE,CALIFORNIA,3
1717,0.254237288,0.352941176,0.120481928,0.495145631,0.137931034,0.540540541,0.606060606,0.505821475,0.317829457,0.201754386,0.099173554,5,WHITE,CALIFORNIA,3
1718,0.237288136,0.156862745,0.180722892,0.398058252,0.10591133,0.153153153,0.461279461,0.480379474,0.503875969,0.236842105,0.231404959,6,WHITE,CALIFORNIA,3
1719,0.288135593,0.294117647,0.228915663,0.067961165,0.145320197,0.198198198,0.121212121,0.278137128,0.480620155,0.438596491,0.809917355,7,RED,CALIFORNIA,2
1720,0.271186441,0.078431373,0.180722892,0.061488673,0.083743842,0.297297297,0.282828283,0.144890039,0.124031008,0.219298246,0.52892562,6,WHITE,CALIFORNIA,3
1722,0.237288136,0.166666667,0.307228916,0.236245955,0.093596059,0.540540541,0.616161616,0.385079776,0.387596899,0.236842105,0.198347107,5,WHITE,CALIFORNIA,3
1723,0.110169492,0.058823529,0.15060241,0,0.073891626,0.126126126,0.279461279,0.206554549,0.387596899,0.184210526,0.198347107,6,WHITE,CALIFORNIA,3
